"ID","From","Genero","age","playBefore","Session","Trial","Stimulus_Number","CrucesColisiones","x_Cursor","y_Cursor","x_start_green","y_start_green","x_start_red","y_start_red","vel_x_green","vel_y_green","vel_x_red","vel_y_red","x_Collision","y_Collision","x_Desap","y_Desap","x_desap_green","y_desap_green","x_desap_red","y_desap_red","Timeout","Score","Cumulative_Score","Error","Distancia","r","Tiempo_respuesta","stimulus","Distancia_signo","Dist_Collision_DissapRed","dd","Distancia.t","Error.t","cut","Inside","distance"
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,10,"24","Cruce",0.395061728395062,0.427434715940671,-2.34303784200961,-1.03443097286775,2.66237602230832,-1.49890190575952,6.4904958923438,2.62172902327228,-4.9284645708089,4.97093924467816,0.902210104162288,0.276433538768396,NA,NA,-0.587514877319336,-0.325315952301025,1.32934761047363,-0.154381811618805,0,8.15419152112452,0,0.253842611970624,0.529151047009026,0.464289520556602,420,"024",0.529151047009026,0.606669857028614,1.10063644369642,-0.0685595558507603,0.486329859554637,"[0.4,0.8)",0,0.4
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,11,"20","Cruce",0.691358024691358,0.906478278318008,-1.50135963915653,-1.621974502365,3.34824734061273,0.979930258786296,4.69923840385097,5.18817486441737,-6.99996577796254,-0.0218885210393226,0.848259562768961,0.972112929843681,NA,NA,-0.212425082921982,-0.19893354177475,1.42825174331665,0.973926424980164,0,10.0966807413485,0,0.065145715509431,0.170076453784802,0.157105174589439,468,"020",0.170076453784802,0.579995015720888,0.739974057003062,-0.435980754059894,-0.655331861106707,"[0,0.4)",1,0
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,12,"22","Cruce",-0.938271604938272,0.673609879940136,0.426116378568393,1.32236524925395,1.60593093949388,-0.152556643739023,-5.78421343791698,-3.94244529507013,-6.77400883334154,1.76431412333825,-0.813357929556674,0.477555543167496,NA,NA,-1.13837611675262,0.25602850317955,-0.226276695728302,0.324648410081863,0,9.17452637526286,0,0.158241616354633,0.232466619678393,0.170294803555986,373,"022",0.232466619678393,0.60666709690069,0.792912894450935,-0.367619401457131,0.0519585083459351,"[0,0.4)",1,0
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,13,"30","Cruce",0.839506172839505,-0.191329885463391,-3.04790195478492,1.56787227336325,-2.49277892978582,-1.55102607475632,5.64718912850996,-4.13633351494278,6.35172030991646,2.94204845381491,-0.22430739052994,-0.500294484108138,NA,NA,-1.52047717571259,0.449093818664551,-0.774790287017822,-0.755270957946777,0,9.08491566530753,0,0.166785492730164,1.10777182705849,1.09514429197219,422,"030",1.10777182705849,0.606666647786801,1.7099656702816,0.554836100594343,0.100604329353408,"[0.8,1.2)",0,0.8
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,14,"32","Cruce",-0.419753086419753,0.786717387723674,-1.95368652368112,1.7985728964414,-2.98627124170345,-0.836170410472869,4.53937083195156,-5.32861261962506,5.61485970963347,4.18011368758491,-0.980964202548642,0.65672733509317,NA,NA,-0.725893616676331,0.357311367988586,-1.46758389472961,0.294450312852859,0,8.4016381541836,0,0.230865458490812,0.576068859295063,0.527784492691233,304,"032",0.576068859295063,0.606665777559281,1.15770301711845,-0.0139441273702923,0.402880088632327,"[0.4,0.8)",0,0.4
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,15,"28","Cruce",0.172839506172839,-0.843361400921433,2.61006625226579,1.01991031480309,-2.44496858922595,0.797428997975134,-6.10069492380696,-3.43242209622243,5.61312466284713,-4.18244324759312,-0.440281209637689,-0.696300733308124,NA,NA,0.959969162940979,0.0915221944451332,-0.92675518989563,-0.333822280168533,0,8.21265054692349,0,0.248425395069581,0.630510786676078,0.579507269324044,454,"028",0.630510786676078,0.606669236453007,1.21191526568467,0.0398207253608217,0.46460801763205,"[0.4,0.8)",0,0.4
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,0,"3","Colision",1.1358024691358,0.0548452785360748,-1.83301137036305,0.731053427803153,2.67107111340137,1.74852986840069,6.89733580974369,-1.19447006141942,-5.71409514479669,-4.04340409509252,0.630322847402556,0.304456977296218,NA,NA,0.0588280409574509,0.403428435325623,1.10377335548401,0.639484405517578,0,8.29985068407495,0,0.159700656722607,0.563751406335727,0.540658254711678,1506,"13",0.563751406335727,0.57999893212247,0.585515817821358,-0.0268801764063108,0.0620791024023483,"[0.4,0.8)",0,0.4
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,1,"1","Colision",-0.296296296296296,0.207873083184391,1.26196936485647,-1.21637629595538,1.70979985621981,1.597225046652,-5.05399313582647,4.8432585500899,-6.30791851164382,-3.03482520921077,-0.543028183652989,0.513358900505294,NA,NA,-0.105015076696873,0.0936093479394913,0.00365711376070976,0.776375770568848,0,6.70237844281409,0,0.382254022608608,0.392680797624248,0.0898892152727642,948,"11",-0.392680797624248,0.606665219331332,0.642780953177811,-1.36055721543118,0.823842557352904,"[0,0.4)",1,0
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,2,"16","Colision",-0.790123456790123,0.879864747074822,1.42788127372771,-0.692906521721185,-3.05121188476282,0.395282466676105,-5.63038901681486,4.15917293693477,6.91107182695862,1.11224376942236,-0.582971946563311,0.792512384326946,NA,NA,-0.0950043275952339,0.432050585746765,-1.18193459510803,0.696117699146271,0,10.3999166517227,0,0.0528216570002453,0.224815887932516,0.218522438249792,1153,"116",0.224815887932516,0.606669753393711,0.432757375133494,-0.375414171597076,-0.792468222476855,"[0,0.4)",1,0
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,3,"8","Colision",-0.320987654320987,-0.876628314975415,1.39327164602178,1.08023963924011,1.81214240309901,-1.56924098292494,-5.24851410808677,-4.6317490926446,-6.42135222790303,2.78679664941753,-0.481197678294929,-0.57395646527582,NA,NA,-0.0463211461901665,-0.190183252096176,0.0508559197187424,-0.804859697818756,0,9.08698843032909,0,0.213871939053118,0.34245802718334,0.267462696591439,773,"18",-0.34245802718334,0.579997701683438,0.378706189496843,-1.28127599054554,0.330248090743021,"[0,0.4)",1,0
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,4,"5","Colision",0,-0.417544901030467,-1.31570317657369,-0.161051250720796,3.05962270738888,-0.413153981983011,6.31928847226579,3.01107841217873,-5.93162400282943,3.71696605971293,0.941185563521231,0.914333896485891,NA,NA,0.417587518692017,0.664844691753387,1.43266463279724,0.60635632276535,0,0,0,1.63086829518953,1.63086829518953,0,530,"15",-1.63086829518953,0.580001604697093,1.76093772353216,-2.14736861616861,2.27248756259053,"[1.6,2)",0,1.6
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,5,"12","Colision",-1.67901234567901,0.427434715940671,1.80328261261498,1.98935113941537,-2.80287481377563,1.82552069769187,-6.35217100678571,-2.9410752286453,6.54506978710798,-2.48234999181951,-0.465349889808491,0.938967129184905,NA,NA,0.0851704329252243,1.19385838508606,-1.03259086608887,1.15410816669464,0,10.2010309705084,0,0.0457307236402797,1.31705807259556,1.31626390496149,915,"112",1.31705807259556,0.606669589803447,0.972581633235065,0.784746205082844,-0.896394840480729,"[1.2,1.6)",0,1.2
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,6,"13","Colision",1.35802469135803,-0.55726594005719,-2.01139961963623,1.0887337130447,-1.70142395192792,-1.685683920036,6.20536037958953,-3.23936761720872,5.33742851000624,4.52900175541725,0.204800515931455,-0.0681832931012687,NA,NA,-0.332998991012573,0.212562680244446,-0.257777333259583,-0.460694551467896,0,7.0976533995597,0,0.100117739088811,1.25264832827961,1.24864097027987,747,"113",1.25264832827961,0.606665768365712,1.61868533565126,0.708887864599308,-0.335374246293533,"[1.2,1.6)",0,1.2
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,7,"4","Colision",-0.987654320987654,0.580462520588987,1.83427772420472,-1.2621635524821,2.17355081910314,0.94184545313455,-5.71733346653721,4.03882384270639,-6.66729813225278,-2.13240137302022,-0.207627085272855,0.180273534198757,NA,NA,0.287873327732086,-0.169758468866348,0.370206892490387,0.365080505609512,0,7.23527599923963,0,0.123200039009909,0.876694766315455,0.86799508274694,938,"14",0.876694766315455,0.606667720040968,1.37483689485141,0.298822107325402,-0.162171769550391,"[0.8,1.2)",0,0.8
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,8,"14","Colision",-1.25925925925926,0.214526465995187,2.79984497672555,-1.96978577479369,-1.74018015575833,-1.70789049972175,-6.18846492520911,3.27152898037854,6.52360544574576,2.53822221017708,0.589678932008014,-0.801382567515645,NA,NA,1.12601518630981,-1.08491468429565,0.0242994576692581,-1.02136147022247,0,9.11543629090549,0,0.0340634396490629,2.10965485316807,2.1093798334048,471,"114",2.10965485316807,0.606666850618745,1.78183668462952,1.56517138905449,-1.08306169805954,"[2,2.4)",0,2
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,9,"2","Colision",2.14814814814815,-1.37563202578514,-2.45613193592083,0.197689758132936,1.98231487106902,0.381147231979663,6.34651124456229,-2.95326853209194,-6.08113981500928,-3.46694945886277,-0.189520777148583,-0.857049003328471,NA,NA,-0.715376138687134,-0.612349808216095,0.314343094825745,-0.569787681102753,0,0,0,0.516078835578168,2.39449876915363,2.33822304131718,690,"12",2.39449876915363,0.579998162693495,2.00305418834523,1.8047992947576,1.11034728763561,"[2,2.4)",0,2
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,10,"10","Colision",1.1358024691358,0.327633973778725,-3.26041055728071,-1.29588716235114,-2.75044797421212,1.42857652383281,6.44045192820437,2.74236740071213,5.01255669561232,-4.88613092060294,-0.960249154350581,-0.31647023352538,NA,NA,-1.51842737197876,-0.554139852523804,-1.39467310905457,0.106995046138763,0,6.59128073387968,0,0.228548843614729,2.19278422061697,2.18084113687107,756,"110",2.19278422061697,0.606668785666186,2.54007641385215,1.63646945316629,0.391509278054322,"[2,2.4)",0,2
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,11,"6","Colision",0.839506172839505,-1.14941701021807,2.38782951803986,0.780310230344131,2.73082166729146,-1.35135008128721,-5.75336633545711,-3.98732690032167,-6.71374435336161,1.98132197224607,0.333055826805174,-0.643735091199325,NA,NA,0.809763669967651,-0.313356906175613,0.889341056346893,-0.807902932167053,0,0,0,0.345130962275522,0.715685794340485,0.626969516882234,677,"16",-0.715685794340485,0.580003738448545,0.345130962275527,-1.65526056598564,0.743080266514547,"[0.4,0.8)",0,0.4
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,12,"9","Colision",0.0246913580246915,0.22783323161678,-2.93046434565751,-1.42620149118333,-3.10209653097117,0.705054001811557,6.06696954070165,3.49168735602122,6.54753965957989,-2.47582802436447,-0.763689509692636,-0.179170292604326,NA,NA,-1.28949117660522,-0.481784760951996,-1.33113873004913,0.0354018062353134,0,8.49230649587016,0,0.0405081324215002,0.887240813596358,0.886315605480829,536,"19",0.887240813596358,0.606662841522077,1.36941778913544,0.310252547751386,-0.973354191411601,"[0.8,1.2)",0,0.8
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,13,"11","Colision",-0.790123456790123,-0.690333596273117,2.30965627900306,1.76703003868511,-1.82878286070156,0.684227992163053,-4.87648164210375,-5.02194452321261,6.71114794906919,-1.99009879295085,0.568055692537432,-0.026521576747965,NA,NA,0.972105264663696,0.389583051204681,0.011991024017334,0.138372004032135,0,7.086048772116,0,0.511953721993262,1.51171988110701,1.42239248643665,441,"111",1.51171988110701,0.579998110823518,1.1533172210187,1.00165385035902,1.1014080053524,"[1.2,1.6)",0,1.2
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,14,"15","Colision",-0.024691358024691,-0.118142674544631,-3.01950626814252,1.59358938042467,-2.90191609692577,-0.882599781201312,6.23685659852645,-3.17830454321436,5.90760411911955,3.75502510933839,-0.7920574829545,0.45848061499097,NA,NA,-1.30882835388184,0.721824288368225,-1.28154897689819,0.147350341081619,0,10.1458916571663,0,0.165346276799347,0.959867276098445,0.945518797525064,609,"115",0.959867276098445,0.580003422391742,1.28459239273268,0.396750966169646,0.0932950820655565,"[0.8,1.2)",0,0.8
"_02-10-2022_144635000","Tyssa","Male",23,"NO",2,15,"7","Colision",1.58024691358025,-0.311090776057725,-3.27847121383659,-1.72713664617892,1.31851343747853,-1.94941234192908,6.56790088071447,2.42129676436205,-6.30365614296789,3.04366871246252,-0.932792327867141,-0.862387801763898,NA,NA,-1.50200867652893,-1.07223701477051,-0.38647523522377,-1.1261750459671,0,8.46227123160804,0,0.352009597067701,2.57279898935127,2.5486043010203,378,"17",2.57279898935127,0.606668011286754,2.12893362452896,1.9478323969019,0.755925861856007,"[2.4,2.8)",0,2.4
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,0,"17","Cruce",-0.353009341328068,-0.136005211071503,0.606062394834691,-1.31256190969276,1.12619216438797,1.32419198830523,-5.75354092479734,3.98707497128938,-4.90848790962757,-4.99066593162075,-0.626839231907595,-0.458188701559318,NA,NA,-0.972051024436951,-0.218964263796806,-0.220135822892189,-0.0446762517094612,0,10.354649017214,0,0.0307377236369501,0.422829765411221,0.421711041903489,958,"017",-0.422829765411221,0.580000180246164,0.161233838630988,-1.40687422160007,-1.1470268463939,"[0.4,0.8)",0,0.4
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,1,"29","Cruce",-0.0810186053908559,0.75018067164918,2.21548214412264,-1.91465941613975,-2.06862152415598,-0.252939467260889,-4.13970218407654,5.64472017261724,6.19990721347299,3.24979238480331,0.14563105208437,0.907700670168864,NA,NA,1.09579133987427,-0.387897610664368,-0.391694068908691,0.62605220079422,0,10.333073369584,0,0.0343033194898841,0.276011987361561,0.27387204939397,1523,"029",-0.276011987361561,0.606666420655773,0.334555108926485,-1.12697058520485,-1.07582438448237,"[0,0.4)",1,0
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,2,"21","Cruce",-0.324074156653896,-0.263430632116307,2.59895803529048,1.35480618266739,1.33354772842329,-1.57110975678939,-6.44250126312989,-2.73754953828599,-5.47635290915372,4.35999527687859,-0.622292596274468,-0.0139685864756056,NA,NA,0.831875383853912,0.603933572769165,-0.168538123369217,-0.375224232673645,0,10.4403312097552,0,0.00941666561754891,0.388800141390114,0.388686089735174,1191,"021",-0.388800141390114,0.579998934129611,0.191544425070286,-1.35750410513565,-1.71369381952156,"[0,0.4)",1,0
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,3,"25","Cruce",0.671296196137601,0.506913958745463,1.7783808488906,1.52056741014527,-1.33241411605396,1.79472346655294,-4.76639862369598,-5.12654310037759,5.85038672762719,-3.84356281816802,0.757009715241458,0.422022460064357,NA,NA,0.489182710647583,0.133958786725998,0.249975502490997,0.755133032798767,0,10.390469028736,0,0.024071329301844,0.120637365295714,0.118211441963685,1183,"025",-0.120637365295714,0.606668234348005,0.489002899397064,-0.75109424863572,-1.26581633476691,"[0,0.4)",1,0
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,4,"31","Cruce",-0.16782415941337,-0.390856053161111,0.735114477147858,-1.42492884026327,-2.13347895026534,-1.97510961431222,-4.68372567748066,5.20218355867114,5.22182619026855,4.66181630253976,-0.268541025169426,-0.310175220548021,NA,NA,-0.549564838409424,0.00195510685443878,-0.701205015182495,-0.696438312530518,0,9.49595984727565,0,0.127273394060087,0.129047602840444,0.0213252658433759,1246,"031",-0.129047602840444,0.579997676272852,0.614715913688848,-0.775431904294309,-0.133160523817854,"[0,0.4)",1,0
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,5,"27","Cruce",0.827546193378128,-1.05694348134986,2.71481184576972,1.98063157795182,-1.61890227341444,-0.905832190909487,-3.67093730644859,-5.96021973522151,6.99508730468761,-0.262209076498465,0.879343192545425,-0.999478289658939,NA,NA,1.72191405296326,0.36853551864624,0.2731012403965,-0.976755082607269,0,0,0,0.0593746937654092,0.0773639281500836,0.0495966039066706,1126,"027",0.0773639281500836,0.606667659171026,0.560213695994395,-0.541684139985033,-0.713572161394503,"[0,0.4)",1,0
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,6,"26","Cruce",-0.578703781786605,0.402656796072442,0.324465218461921,1.63875317597683,-3.03449501809839,0.925327400021751,-4.22749232276027,-5.57927492251484,6.8685932687127,-1.34997278083469,-0.581425993558137,0.443194264009363,NA,NA,-0.818971157073975,0.129691332578659,-1.17670798301697,0.560192286968231,0,10.300773634046,0,0.039285938039807,0.0406287674396601,0.010359141663209,1318,"026",0.0406287674396601,0.606670573169945,0.618406383845562,-0.57141245203601,-0.9923527579373,"[0,0.4)",1,0
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,7,"19","Cruce",0.60185175291959,-0.408232246939948,-2.30217935307196,1.52210420590521,2.5802361902894,0.952518200736277,5.70447545663123,-4.05696435339183,-5.6844978821281,-4.08490928027553,0.550058375243652,-0.506377970790699,NA,NA,-0.73752099275589,0.409335315227509,1.02105855941772,-0.16791458427906,0,10.2262429374228,0,0.0494822531648335,0.110973587313694,0.0993309805800863,1276,"019",-0.110973587313694,0.57999882543065,0.483204848486802,-0.72561501362276,-0.838113240419983,"[0,0.4)",1,0
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,8,"23","Cruce",-0.543981560177599,-0.541449732577698,-1.97848802692823,-1.16304064917862,1.37176923339284,-1.7545235510787,5.93136757317999,3.71737524495831,-5.82189978499102,3.8865772722952,-0.707480689818232,-0.3664602395447,NA,NA,-0.374195754528046,-0.157579272985458,-0.202915608882904,-0.703295230865479,0,10.1843024098067,0,0.0548225837254546,0.239485465248291,0.233126086869007,1013,"023",-0.239485465248291,0.606666079715475,0.377518143204503,-1.04253824041848,-0.764018030384907,"[0,0.4)",1,0
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,9,"18","Cruce",1.13425915092435,0.16518214776167,2.40648528644422,-0.226634403650628,2.66851288979541,1.78487097545539,-6.92305960328117,1.03501001416237,-4.88751305135205,-5.01120905299943,0.92297251431254,-0.00484654347297697,NA,NA,0.507589995861053,0.057253934442997,1.32794046401978,0.410369604825974,0,10.3437839826702,0,0.0326318984864849,0.271204348515462,0.269234020611927,1150,"018",-0.271204348515462,0.580003008697629,0.31245694126396,-1.11334683959766,-1.10661183886906,"[0,0.4)",1,0
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,10,"24","Cruce",1.076388781576,0.194142470726398,-2.34303784200961,-1.03443097286775,2.66237602230832,-1.49890190575952,6.4904958923438,2.62172902327228,-4.9284645708089,4.97093924467816,0.902210104162288,0.276433538768396,NA,NA,-0.587514877319336,-0.325315952301025,1.32934761047363,-0.154381811618805,0,10.0913887068497,0,0.06575773104596,0.192639641676066,0.181068916031356,854,"024",-0.192639641676066,0.606669857028614,0.430647587362915,-0.934495470258706,-0.645344989233574,"[0,0.4)",1,0
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,11,"20","Cruce",1.2962961850997,0.981863255367006,-1.50135963915653,-1.621974502365,3.34824734061273,0.979930258786296,4.69923840385097,5.18817486441737,-6.99996577796254,-0.0218885210393226,0.848259562768961,0.972112929843681,NA,NA,-0.230326950550079,-0.218698024749756,1.45491826534271,0.974009811878204,0,10.4423843176775,0,0.00839403570070159,0.448142704724011,0.448064084659781,1134,"020",-0.448142704724011,0.606661668123112,0.15881637483349,-1.44945493321914,-1.76122350949959,"[0.4,0.8)",0,0.4
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,12,"22","Cruce",-0.549768597112434,0.448993312816007,0.426116378568393,1.32236524925395,1.60593093949388,-0.152556643739023,-5.78421343791698,-3.94244529507013,-6.77400883334154,1.76431412333825,-0.813357929556674,0.477555543167496,NA,NA,-1.13837611675262,0.25602850317955,-0.226276695728302,0.324648410081863,0,10.3038530838102,0,0.0388218096581217,0.265132301278158,0.262274673340604,806,"022",-0.265132301278158,0.60666709690069,0.346566970580124,-1.09992666375125,-1.00165385035902,"[0,0.4)",1,0
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,13,"30","Cruce",-0.196759344087542,-0.547241797170644,-3.04790195478492,1.56787227336325,-2.49277892978582,-1.55102607475632,5.64718912850996,-4.13633351494278,6.35172030991646,2.94204845381491,-0.22430739052994,-0.500294484108138,NA,NA,-1.4989640712738,0.433336347341537,-0.750593245029449,-0.744063138961792,0,10.1890240694705,0,0.0541803265605257,0.0544329410061724,0.00523806074575742,974,"030",0.0544329410061724,0.579999963565032,0.587767496904174,-0.558611398634817,-0.770527955880651,"[0,0.4)",1,0
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,14,"32","Cruce",-1.23263895542288,0.460577442001898,-1.95368652368112,1.7985728964414,-2.98627124170345,-0.836170410472869,4.53937083195156,-5.32861261962506,5.61485970963347,4.18011368758491,-0.980964202548642,0.65672733509317,NA,NA,-0.725893616676331,0.357311367988586,-1.46758389472961,0.294450312852859,0,10.4445673730293,0,0.00748490853736296,0.319084568404719,0.31899676791186,1172,"032",-0.319084568404719,0.606665777559281,0.287745282402935,-1.23924941907666,-1.81519653698591,"[0,0.4)",1,0
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,15,"28","Cruce",-0.503472301633759,-0.570410055542426,2.61006625226579,1.01991031480309,-2.44496858922595,0.797428997975134,-6.10069492380696,-3.43242209622243,5.61312466284713,-4.18244324759312,-0.440281209637689,-0.696300733308124,NA,NA,0.936728417873383,0.0784462988376617,-0.905371844768524,-0.3497554063797,0,10.1135901852037,0,0.0632159735782308,0.140860132244587,0.125878185324221,1338,"028",-0.140860132244587,0.580002553875698,0.458488513453782,-0.80302435476291,-0.678554489938804,"[0,0.4)",1,0
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,1,"1","Colision",-0.885416739332822,0.866021963508093,1.26196936485647,-1.21637629595538,1.70979985621981,1.597225046652,-5.05399313582647,4.8432585500899,-6.30791851164382,-3.03482520921077,-0.543028183652989,0.513358900505294,NA,NA,-0.105015076696873,0.0936093479394913,0.00365711376070976,0.776375770568848,0,9.09646459090599,0,0.0177267251002859,0.491529408140589,0.491209652067482,913,"11",0.491529408140589,0.606665219331332,0.893581980661584,-0.103041920705966,-1.42226265421634,"[0.4,0.8)",0,0.4
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,2,"16","Colision",-0.914351924006993,1.23671409745661,1.42788127372771,-0.692906521721185,-3.05121188476282,0.395282466676105,-5.63038901681486,4.15917293693477,6.91107182695862,1.11224376942236,-0.582971946563311,0.792512384326946,NA,NA,-0.116453431546688,0.447895050048828,-1.15560674667358,0.700354814529419,0,8.28496125364475,0,0.160417003968704,0.554191168639403,0.530466055686518,1319,"116",0.554191168639403,0.580003130998716,0.588120030131653,-0.0365850475828285,0.0665341176295326,"[0.4,0.8)",0,0.4
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,3,"8","Colision",-0.885416739332822,-1.09748793350048,1.39327164602178,1.08023963924011,1.81214240309901,-1.56924098292494,-5.24851410808677,-4.6317490926446,-6.42135222790303,2.78679664941753,-0.481197678294929,-0.57395646527582,NA,NA,-0.0263268053531647,-0.172538489103317,0.0753182172775269,-0.815476059913635,0,10.1947768247875,0,0.125074912515739,0.661421384238387,0.649487885789261,1036,"18",0.661421384238387,0.60666436900384,1.00127036992865,0.0718008455959066,-0.148263531050731,"[0.4,0.8)",0,0.4
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,4,"5","Colision",1.46990729314473,1.56106971466157,-1.31570317657369,-0.161051250720796,3.05962270738888,-0.413153981983011,6.31928847226579,3.01107841217873,-5.93162400282943,3.71696605971293,0.941185563521231,0.914333896485891,NA,NA,0.393514037132263,0.653373897075653,1.45526134967804,0.592196464538574,0,0,0,0.356423826875157,0.835352551853068,0.755497148587008,1035,"15",0.835352551853068,0.606668310507771,0.968983941282789,0.249300915489367,0.764018030384907,"[0.8,1.2)",0,0.8
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,5,"12","Colision",-1.54513894990393,0.33894408555004,1.80328261261498,1.98935113941537,-2.80287481377563,1.82552069769187,-6.35217100678571,-2.9410752286453,6.54506978710798,-2.48234999181951,-0.465349889808491,0.938967129184905,NA,NA,0.0851704329252243,1.19385838508606,-1.03259086608887,1.15410816669464,0,8.86672646848706,0,0.0908190280461741,1.2353024193268,1.2319594032838,1085,"112",1.2353024193268,0.606669589803447,0.962911219900781,0.690303694920401,-0.411222509875469,"[1.2,1.6)",0,1.2
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,6,"13","Colision",0.84490730418263,-0.477737022055296,-2.01139961963623,1.0887337130447,-1.70142395192792,-1.685683920036,6.20536037958953,-3.23936761720872,5.33742851000624,4.52900175541725,0.204800515931455,-0.0681832931012687,NA,NA,-0.309359520673752,0.200222223997116,-0.237444266676903,-0.443441212177277,0,9.32854771249196,0,0.0669011087463557,0.759915098721814,0.756964463441906,1288,"113",0.759915098721814,0.579999097907548,1.08289478968055,0.165448760444888,-0.629005626826762,"[0.4,0.8)",0,0.4
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,7,"4","Colision",-0.740740815961965,0.582210798453757,1.83427772420472,-1.2621635524821,2.17355081910314,0.94184545313455,-5.71733346653721,4.03882384270639,-6.66729813225278,-2.13240137302022,-0.207627085272855,0.180273534198757,NA,NA,0.287873327732086,-0.169758468866348,0.370206892490387,0.365080505609512,0,8.89612849764904,0,0.020692149061858,0.667655460732595,0.667334735506294,798,"14",0.667655460732595,0.606667720040968,1.13196747965044,0.0786911344171952,-1.34741734889974,"[0.4,0.8)",0,0.4
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,8,"14","Colision",-0.584490818721439,-0.234470309151579,2.79984497672555,-1.96978577479369,-1.74018015575833,-1.70789049972175,-6.18846492520911,3.27152898037854,6.52360544574576,2.53822221017708,0.589678932008014,-0.801382567515645,NA,NA,1.12601518630981,-1.08491468429565,0.0242994576692581,-1.02136147022247,0,10.1332789401351,0,0.0475888998295677,1.30386506671952,1.30299631957443,1099,"114",1.30386506671952,0.606666850618745,0.99489863805282,0.769984216954852,-0.863067032362378,"[1.2,1.6)",0,1.2
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,9,"2","Colision",0.659722122267933,-1.28862606506769,-2.45613193592083,0.197689758132936,1.98231487106902,0.381147231979663,6.34651124456229,-2.95326853209194,-6.08113981500928,-3.46694945886277,-0.189520777148583,-0.857049003328471,NA,NA,-0.715376138687134,-0.612349808216095,0.314343094825745,-0.569787681102753,0,0,0,0.0330072538799634,0.952613385602378,0.952041377052557,953,"12",0.952613385602378,0.579998162693495,0.797505670737352,0.388456596091156,-1.10214958327392,"[0.8,1.2)",0,0.8
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,10,"10","Colision",-0.457176006155084,0.356320279328876,-3.26041055728071,-1.29588716235114,-2.75044797421212,1.42857652383281,6.44045192820437,2.74236740071213,5.01255669561232,-4.88613092060294,-0.960249154350581,-0.31647023352538,NA,NA,-1.51842737197876,-0.554139852523804,-1.39467310905457,0.106995046138763,0,8.14420307104128,0,0.421931421815386,0.840077178967517,0.7264320628296,837,"110",0.840077178967517,0.606668785666186,0.970084475625826,0.254724583985679,0.922058803588297,"[0.8,1.2)",0,0.8
"_02-10-2022_152542000","Tyssa","Male",21,"NO",1,11,"6","Colision",-0.318287119719062,-1.21332922535939,2.38782951803986,0.780310230344131,2.73082166729146,-1.35135008128721,-5.75336633545711,-3.98732690032167,-6.71374435336161,1.98132197224607,0.333055826805174,-0.643735091199325,NA,NA,0.831681251525879,-0.298167079687119,0.914917230606079,-0.815450847148895,0,9.43594828295846,0,0.0971530831231057,0.865265919620339,0.859794388267396,774,"16",0.865265919620339,0.606670416350173,1.29580097758424,0.2853251663847,-0.360278135087349,"[0.8,1.2)",0,0.8
